studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20235649,Pleun van der Loo,p.vanderloo@student.roc.nl,19,M,VMBO-B,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.821,0.794,36,9.0,5.6,Peter Smit,p.smit@roc.nl,False
20225650,Esther Roosenboom,e.roosenboom@student.roc.nl,23,V,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.776,0.798,42,7.4,6.8,Fatima El Amrani,f.elamrani@roc.nl,True
20235651,Jennifer Janssen,j.janssen@student.roc.nl,23,M,VMBO-K,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.465,0.453,34,7.2,4.4,Jan de Vries,j.devries@roc.nl,False
20235652,Elisa Dachgeldt-Carnotte,e.dachgeldt-carnotte@student.roc.nl,16,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BBL,2023-09-01,0.485,0.65,35,9.3,4.9,Peter Smit,p.smit@roc.nl,False
20225653,Maartje Vertoor,m.vertoor@student.roc.nl,20,M,VMBO-K,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.908,0.787,40,7.4,4.0,Jan de Vries,j.devries@roc.nl,False
20225654,Mare Westerburg,m.westerburg@student.roc.nl,24,V,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BBL,2022-09-01,0.716,0.761,45,6.8,4.2,Jan de Vries,j.devries@roc.nl,True
20235655,Nikki Jansen-van der Heijden,n.jansen-vanderheijden@student.roc.nl,24,M,VMBO-T,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.729,0.698,42,5.1,5.9,Anita Jansen,a.jansen@roc.nl,False
20225656,Floris Ouwerkerk-Courtier,f.ouwerkerk-courtier@student.roc.nl,16,M,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.669,0.628,31,7.9,6.8,Jan de Vries,j.devries@roc.nl,False
20235657,Eva Kok,e.kok@student.roc.nl,21,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.444,0.59,27,6.1,4.0,Fatima El Amrani,f.elamrani@roc.nl,True
20225658,Mirthe Uit de Willigen,m.uitdewilligen@student.roc.nl,16,V,VMBO-K,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.681,0.587,29,5.7,5.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20235659,Féline van Geffen,f.vangeffen@student.roc.nl,16,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.64,0.661,36,7.4,7.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20235660,Aylin Brumleve,a.brumleve@student.roc.nl,23,V,VMBO-B,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.578,0.659,29,6.7,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235661,Maja van Beek,m.vanbeek@student.roc.nl,17,M,VMBO-T,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.829,0.68,34,9.6,6.1,Anita Jansen,a.jansen@roc.nl,False
20225662,Luke Rijn,l.rijn@student.roc.nl,20,M,MBO niveau 3,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.906,0.822,47,6.0,6.2,Peter Smit,p.smit@roc.nl,False
20225663,Sep Jorlink-Kolen,s.jorlink-kolen@student.roc.nl,22,M,VMBO-K,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.515,0.512,31,6.2,6.0,Fatima El Amrani,f.elamrani@roc.nl,False
20235664,Samuel Dijkstra-Vaessen,s.dijkstra-vaessen@student.roc.nl,23,M,HAVO,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.791,0.727,43,8.6,4.0,Fatima El Amrani,f.elamrani@roc.nl,False
20235665,Demi van Ooste-Ketting,d.vanooste-ketting@student.roc.nl,18,V,VMBO-B,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.868,0.874,48,6.6,4.7,Jan de Vries,j.devries@roc.nl,False
20225666,Simon Mahieu,s.mahieu@student.roc.nl,25,M,HAVO,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.977,0.818,37,6.2,3.6,Anita Jansen,a.jansen@roc.nl,False
20225667,Olivier van den Heuvel,o.vandenheuvel@student.roc.nl,16,M,HAVO,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.767,0.718,36,7.6,6.2,Jan de Vries,j.devries@roc.nl,False
20235668,Maurits Prinsen,m.prinsen@student.roc.nl,16,V,MBO niveau 2,Zorg,Doktersassistent,34576,2023-2024,4,BBL,2023-09-01,0.401,0.575,39,7.1,4.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20225669,Sofie Koeman,s.koeman@student.roc.nl,19,V,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.736,0.691,34,7.8,4.5,Anita Jansen,a.jansen@roc.nl,False
20235670,Vincent van Kempen,v.vankempen@student.roc.nl,16,V,MBO niveau 2,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.61,0.694,38,7.7,6.9,Peter Smit,p.smit@roc.nl,False
20225671,Ruben Lambregt,r.lambregt@student.roc.nl,16,V,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.82,0.747,44,7.4,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235672,Vajèn Godfrey van Alemannië,v.godfreyvanalemannië@student.roc.nl,18,M,VMBO-B,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.489,0.636,41,8.7,4.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20235673,Hanna van Amstel,h.vanamstel@student.roc.nl,16,M,HAVO,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.579,0.626,39,6.6,6.5,Peter Smit,p.smit@roc.nl,False
20235674,Fenna van der Plas-Verharen,f.vanderplas-verharen@student.roc.nl,22,M,HAVO,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.507,0.506,29,6.9,5.8,Jan de Vries,j.devries@roc.nl,False
20235675,Suze 's Gravensande,s.'sgravensande@student.roc.nl,18,M,VMBO-K,Techniek,Elektrotechniek,25160,2023-2024,3,BBL,2023-09-01,0.612,0.547,38,6.1,9.0,Jan de Vries,j.devries@roc.nl,False
20235676,Nadia van Engelen-Westerburg,n.vanengelen-westerburg@student.roc.nl,20,M,VMBO-T,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.358,0.483,34,7.4,8.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20225677,Joost Barents,j.barents@student.roc.nl,19,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.523,0.589,31,6.6,7.2,Anita Jansen,a.jansen@roc.nl,False
20225678,Pippa van Stralen,p.vanstralen@student.roc.nl,16,V,VMBO-T,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.982,0.966,57,6.5,6.9,Peter Smit,p.smit@roc.nl,False
20225679,Pieter Saxo,p.saxo@student.roc.nl,21,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.884,0.809,38,6.0,7.3,Anita Jansen,a.jansen@roc.nl,False
20235680,Rayan Kriens,r.kriens@student.roc.nl,20,M,VMBO-T,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.962,0.92,50,7.0,7.6,Peter Smit,p.smit@roc.nl,False
20225681,Sara Meyer-Jacobs,s.meyer-jacobs@student.roc.nl,23,M,MBO niveau 2,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.899,0.707,41,6.1,7.3,Jan de Vries,j.devries@roc.nl,False
20235682,Lois Tielemans,l.tielemans@student.roc.nl,16,V,HAVO,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.514,0.478,17,5.3,6.9,Peter Smit,p.smit@roc.nl,True
20225683,Seth Lamore-Kok,s.lamore-kok@student.roc.nl,26,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2022-2023,4,BBL,2022-09-01,0.822,0.555,29,4.9,8.6,Jan de Vries,j.devries@roc.nl,True
20235684,Lenn Luster,l.luster@student.roc.nl,25,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BBL,2023-09-01,0.606,0.608,41,4.0,6.4,Fatima El Amrani,f.elamrani@roc.nl,False
20225685,Romy Janssen-Jansse,r.janssen-jansse@student.roc.nl,16,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BBL,2022-09-01,0.408,0.426,32,8.7,4.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20235686,Olivia Mulders,o.mulders@student.roc.nl,23,V,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.617,0.645,25,8.6,9.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20225687,Elin Hehl,e.hehl@student.roc.nl,18,V,VMBO-K,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.68,0.708,39,6.8,6.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20235688,Lola van Amstel,l.vanamstel@student.roc.nl,20,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.898,0.864,44,8.3,7.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20235689,Myrthe van Dam-Lieshout,m.vandam-lieshout@student.roc.nl,16,V,VMBO-T,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.783,0.724,39,5.6,4.1,Peter Smit,p.smit@roc.nl,False
20235690,Samuel Vaessen,s.vaessen@student.roc.nl,16,M,VMBO-B,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.5,0.661,39,5.7,8.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20225691,Kyano Spiker,k.spiker@student.roc.nl,22,V,VMBO-K,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.888,0.869,43,6.8,3.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235692,Johannes Walsteijn,j.walsteijn@student.roc.nl,20,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.699,0.611,23,6.0,5.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20225693,Olivier de Jong,o.dejong@student.roc.nl,19,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.904,0.72,46,6.1,5.5,Jan de Vries,j.devries@roc.nl,False
20225694,Mirte van Breukelveen,m.vanbreukelveen@student.roc.nl,18,M,VMBO-B,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.592,0.62,41,5.5,7.8,Fatima El Amrani,f.elamrani@roc.nl,False
20225695,Fabian Lathrope,f.lathrope@student.roc.nl,18,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BBL,2022-09-01,0.769,0.671,41,7.0,7.1,Peter Smit,p.smit@roc.nl,False
20225696,Joris Blom-Woutersz,j.blom-woutersz@student.roc.nl,18,V,MBO niveau 3,Dienstverlening,Kok,25185,2022-2023,2,BBL,2022-09-01,0.838,0.836,47,5.7,7.0,Fatima El Amrani,f.elamrani@roc.nl,False
20235697,Senn van Loon,s.vanloon@student.roc.nl,20,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.736,0.7,45,8.4,4.2,Fatima El Amrani,f.elamrani@roc.nl,False
20225698,Brian Pastoors,b.pastoors@student.roc.nl,21,M,VMBO-T,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.887,0.897,55,3.8,4.7,Anita Jansen,a.jansen@roc.nl,False
20235699,Cato van Ommeren-Lommert,c.vanommeren-lommert@student.roc.nl,16,V,VMBO-B,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.64,0.73,40,7.1,8.9,Anita Jansen,a.jansen@roc.nl,False
20235700,Dylano Huijben,d.huijben@student.roc.nl,17,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.809,0.736,42,7.6,6.4,Anita Jansen,a.jansen@roc.nl,False
20235701,Lana van den Velden,l.vandenvelden@student.roc.nl,18,V,MBO niveau 3,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.703,0.789,40,7.4,6.9,Jan de Vries,j.devries@roc.nl,False
20235702,Owen Huisman,o.huisman@student.roc.nl,20,M,VMBO-T,Zorg,Verzorgende IG,93500,2023-2024,3,BBL,2023-09-01,0.993,0.94,51,7.3,5.6,Anita Jansen,a.jansen@roc.nl,False
20235703,Jente Mathieu,j.mathieu@student.roc.nl,24,M,HAVO,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.643,0.61,40,7.3,7.6,Anita Jansen,a.jansen@roc.nl,False
20225704,Thijs Rutten,t.rutten@student.roc.nl,20,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.784,0.734,36,6.7,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20225705,Ilse Bresé,i.bresé@student.roc.nl,17,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.913,0.852,45,5.0,5.5,Jan de Vries,j.devries@roc.nl,False
20235706,Sofie Terry-Slagmolen,s.terry-slagmolen@student.roc.nl,17,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.758,0.689,38,7.3,8.9,Fatima El Amrani,f.elamrani@roc.nl,False
20235707,Pim Blokland,p.blokland@student.roc.nl,19,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.772,0.757,32,7.8,9.1,Jan de Vries,j.devries@roc.nl,False
20225708,Sara Ferran-de Grote,s.ferran-degrote@student.roc.nl,16,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.719,0.706,36,5.5,5.0,Peter Smit,p.smit@roc.nl,False
20235709,Noa de Reede-Butselaar,n.dereede-butselaar@student.roc.nl,18,V,VMBO-T,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.763,0.831,37,4.0,4.5,Jan de Vries,j.devries@roc.nl,True
20225710,Ilse Loreal,i.loreal@student.roc.nl,20,V,HAVO,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.843,0.806,38,10.0,5.9,Anita Jansen,a.jansen@roc.nl,False
20225711,Daniel Mangel,d.mangel@student.roc.nl,22,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.741,0.699,39,7.3,6.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20235712,Zoë Le Marec-Jacobs,z.lemarec-jacobs@student.roc.nl,21,V,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.653,0.666,34,7.7,6.2,Fatima El Amrani,f.elamrani@roc.nl,True
20225713,Naud van Baalen,n.vanbaalen@student.roc.nl,16,V,VMBO-K,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.48,0.512,32,5.1,7.5,Fatima El Amrani,f.elamrani@roc.nl,True
20225714,Ceylin van Saksen,c.vansaksen@student.roc.nl,16,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2022-2023,2,BBL,2022-09-01,0.741,0.686,42,8.2,6.1,Mohammed Boukhari,m.boukhari@roc.nl,True
20225715,Guus Korstman,g.korstman@student.roc.nl,25,V,HAVO,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.877,0.882,48,9.8,4.6,Jan de Vries,j.devries@roc.nl,False
20235716,Kai Totwiller-van Cuijck,k.totwiller-vancuijck@student.roc.nl,16,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2023-2024,2,BBL,2023-09-01,0.527,0.408,26,8.1,5.0,Peter Smit,p.smit@roc.nl,False
20225717,Julius Zijlemans,j.zijlemans@student.roc.nl,18,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BBL,2022-09-01,0.705,0.711,38,5.4,6.9,Anita Jansen,a.jansen@roc.nl,False
20235718,Mirthe Rouwenhorst,m.rouwenhorst@student.roc.nl,18,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.604,0.618,32,7.8,8.4,Peter Smit,p.smit@roc.nl,False
20225719,Yasmin Keijzer,y.keijzer@student.roc.nl,20,V,VMBO-K,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.6,0.616,38,6.0,4.7,Peter Smit,p.smit@roc.nl,False
20235720,Jente Martens,j.martens@student.roc.nl,23,M,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BBL,2023-09-01,0.523,0.62,34,5.3,10.0,Fatima El Amrani,f.elamrani@roc.nl,False
20225721,Tijn Vos,t.vos@student.roc.nl,21,V,VMBO-T,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.911,0.736,42,9.5,4.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20235722,Evelien van de Pavert,e.vandepavert@student.roc.nl,17,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.937,0.939,44,9.3,5.5,Fatima El Amrani,f.elamrani@roc.nl,False
20235723,Lars Persijn-Mathieu,l.persijn-mathieu@student.roc.nl,22,M,HAVO,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.381,0.555,38,7.9,5.8,Jan de Vries,j.devries@roc.nl,True
20225724,Romy van de Pol,r.vandepol@student.roc.nl,21,M,VMBO-T,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.694,0.569,29,6.4,4.2,Mohammed Boukhari,m.boukhari@roc.nl,True
20225725,Jenna Blaak,j.blaak@student.roc.nl,20,V,VMBO-T,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.951,0.946,56,8.4,6.9,Jan de Vries,j.devries@roc.nl,False
20225726,Faas van Duvenvoirde,f.vanduvenvoirde@student.roc.nl,20,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.471,0.57,32,5.6,5.4,Peter Smit,p.smit@roc.nl,False
20225727,Eliza Flink,e.flink@student.roc.nl,18,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BBL,2022-09-01,0.851,0.763,45,7.4,5.6,Peter Smit,p.smit@roc.nl,False
20225728,Mare Vos,m.vos@student.roc.nl,17,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.857,0.861,45,5.8,7.0,Anita Jansen,a.jansen@roc.nl,False
20235729,Lisanne Wunderink,l.wunderink@student.roc.nl,16,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.599,0.529,29,7.3,5.5,Peter Smit,p.smit@roc.nl,False
20225730,Jayda Gepa van Bourgondië,j.gepavanbourgondië@student.roc.nl,17,M,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BBL,2022-09-01,0.902,0.716,41,6.9,7.0,Jan de Vries,j.devries@roc.nl,False
20225731,Fleur van Riet-Mahieu,f.vanriet-mahieu@student.roc.nl,23,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.919,0.843,49,7.1,7.2,Anita Jansen,a.jansen@roc.nl,False
20225732,Amélie Wagenvoort,a.wagenvoort@student.roc.nl,21,V,VMBO-T,Economie,Financieel administrateur,90370,2022-2023,4,BBL,2022-09-01,0.52,0.619,36,5.7,5.0,Jan de Vries,j.devries@roc.nl,False
20225733,Pieter Kuiper-de Boer,p.kuiper-deboer@student.roc.nl,22,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.793,0.679,50,6.3,8.0,Jan de Vries,j.devries@roc.nl,False
20235734,Guusje Gruijl,g.gruijl@student.roc.nl,19,M,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.805,0.82,42,7.7,6.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20225735,Sebastiaan Uit de Willigen,s.uitdewilligen@student.roc.nl,19,M,HAVO,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.692,0.742,39,7.1,5.9,Peter Smit,p.smit@roc.nl,False
20225736,Alexander Merckx-van Bruchem,a.merckx-vanbruchem@student.roc.nl,24,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.513,0.661,42,7.0,7.0,Fatima El Amrani,f.elamrani@roc.nl,True
20235737,Gijs van Olst,g.vanolst@student.roc.nl,17,M,MBO niveau 2,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.746,0.832,46,7.1,5.7,Fatima El Amrani,f.elamrani@roc.nl,False
20235738,Vince van der Veiver,v.vanderveiver@student.roc.nl,20,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.835,0.853,50,3.9,4.7,Peter Smit,p.smit@roc.nl,False
20235739,Samuel van Asten-Vallenduuk,s.vanasten-vallenduuk@student.roc.nl,19,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.978,0.787,38,5.9,5.0,Anita Jansen,a.jansen@roc.nl,False
20235740,Marinus Aarden-Peterse,m.aarden-peterse@student.roc.nl,20,V,MBO niveau 2,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.753,0.767,45,9.5,8.0,Jan de Vries,j.devries@roc.nl,False
20235741,Lenn van Gils-Knuf,l.vangils-knuf@student.roc.nl,19,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BBL,2023-09-01,0.776,0.82,51,9.0,6.7,Peter Smit,p.smit@roc.nl,False
20225742,Hidde Rouwhorst-Coret-Coredo,h.rouwhorst-coret-coredo@student.roc.nl,16,X,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.755,0.77,45,4.0,5.9,Fatima El Amrani,f.elamrani@roc.nl,False
20235743,Mila van Dalem,m.vandalem@student.roc.nl,16,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.896,0.901,47,6.7,6.6,Peter Smit,p.smit@roc.nl,False
20235744,Eliza van Brunswijk,e.vanbrunswijk@student.roc.nl,16,M,VMBO-K,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.601,0.506,36,6.1,5.9,Jan de Vries,j.devries@roc.nl,False
20225745,Chloé Huel,c.huel@student.roc.nl,21,V,HAVO,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.527,0.6,38,7.6,8.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20235746,Senna Sprong,s.sprong@student.roc.nl,19,M,VMBO-K,Zorg,Doktersassistent,34576,2023-2024,4,BBL,2023-09-01,0.813,0.737,40,7.4,5.4,Fatima El Amrani,f.elamrani@roc.nl,False
20235747,Fabiënne Sestig-Françoise,f.sestig-françoise@student.roc.nl,22,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.761,0.722,30,4.3,4.9,Fatima El Amrani,f.elamrani@roc.nl,False
20225748,Mara van Straaten,m.vanstraaten@student.roc.nl,22,V,MBO niveau 2,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.786,0.71,51,8.6,1.6,Jan de Vries,j.devries@roc.nl,False
20235749,Amber Willems,a.willems@student.roc.nl,22,X,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.623,0.537,21,8.3,4.7,Anita Jansen,a.jansen@roc.nl,False
20225750,Ryan Bruijne van der Veen-van de Elzas,r.bruijnevanderveen-vandeelzas@student.roc.nl,21,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.299,0.543,27,7.4,4.6,Jan de Vries,j.devries@roc.nl,False
20235751,Bradley Wilson,b.wilson@student.roc.nl,16,V,VMBO-T,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.698,0.801,44,6.9,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20225752,Sylvie van Stralen,s.vanstralen@student.roc.nl,20,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.661,0.722,36,6.0,7.9,Peter Smit,p.smit@roc.nl,False
20225753,Jayson van der Avoirt,j.vanderavoirt@student.roc.nl,20,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.87,0.776,47,6.1,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20235754,Micha Potters,m.potters@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.751,0.77,39,8.0,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235755,Melle Lensen,m.lensen@student.roc.nl,23,M,VMBO-T,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.928,0.775,39,5.4,7.6,Fatima El Amrani,f.elamrani@roc.nl,False
20225756,Evie Ellis,e.ellis@student.roc.nl,20,V,VMBO-T,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.56,0.531,29,5.5,6.5,Peter Smit,p.smit@roc.nl,False
20235757,Ravi Godfrey van Alemannië,r.godfreyvanalemannië@student.roc.nl,19,M,HAVO,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.335,0.545,40,6.8,6.2,Anita Jansen,a.jansen@roc.nl,False
20225758,Dex Middelkoop,d.middelkoop@student.roc.nl,19,V,MBO niveau 3,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.784,0.667,43,6.2,7.4,Jan de Vries,j.devries@roc.nl,False
20235759,Fleur van Loon,f.vanloon@student.roc.nl,17,V,HAVO,Techniek,Software Developer,25604,2023-2024,4,BBL,2023-09-01,0.759,0.748,38,6.8,2.3,Anita Jansen,a.jansen@roc.nl,False
20235760,Jurre van Hulten-Ellis,j.vanhulten-ellis@student.roc.nl,17,M,MBO niveau 3,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.873,0.872,47,6.5,7.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20235761,Sofie Bierstraten-Laffray,s.bierstraten-laffray@student.roc.nl,24,M,VMBO-K,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.746,0.657,40,6.6,5.3,Jan de Vries,j.devries@roc.nl,False
20235762,Alicia Rademaker,a.rademaker@student.roc.nl,18,V,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BBL,2023-09-01,0.828,0.732,34,7.7,6.6,Anita Jansen,a.jansen@roc.nl,False
20235763,Zoë van Soest,z.vansoest@student.roc.nl,17,M,HAVO,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.772,0.584,31,6.6,5.3,Anita Jansen,a.jansen@roc.nl,False
