studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240617,Lauren Wever,l.wever@student.roc.nl,19,M,VMBO-K,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.569,0.637,40,6.1,6.0,Anita Jansen,a.jansen@roc.nl
20240618,Esmee Sterkman-Mathol,e.sterkman-mathol@student.roc.nl,18,V,HAVO,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.815,0.74,40,5.4,6.3,Peter Smit,p.smit@roc.nl
20240619,Jade Wright,j.wright@student.roc.nl,18,V,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.63,0.757,44,7.4,6.5,Anita Jansen,a.jansen@roc.nl
20240620,Loïs Smits-Rotteveel,l.smits-rotteveel@student.roc.nl,21,V,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.823,0.844,53,9.2,6.7,Mohammed Boukhari,m.boukhari@roc.nl
20240621,Mason Jerusalem-Furda,m.jerusalem-furda@student.roc.nl,21,M,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.907,0.826,54,6.6,6.3,Peter Smit,p.smit@roc.nl
20240622,Maarten Blewanus,m.blewanus@student.roc.nl,16,M,VMBO-K,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.395,0.586,32,5.8,6.6,Peter Smit,p.smit@roc.nl
20240623,Maaike Dries,m.dries@student.roc.nl,17,V,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.4,0.405,24,8.0,6.2,Peter Smit,p.smit@roc.nl
20240624,Gijs Groenendaal-Booden,g.groenendaal-booden@student.roc.nl,21,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.764,0.685,32,5.4,6.7,Mohammed Boukhari,m.boukhari@roc.nl
20240625,Elizabeth Chotzen,e.chotzen@student.roc.nl,18,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.597,0.423,23,4.4,6.2,Fatima El Amrani,f.elamrani@roc.nl
20240626,Julius van Formbach,j.vanformbach@student.roc.nl,23,V,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.823,0.822,44,5.8,6.1,Anita Jansen,a.jansen@roc.nl
20240627,Berend Wagenvoort-Honing,b.wagenvoort-honing@student.roc.nl,16,V,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.471,0.546,34,4.4,5.5,Anita Jansen,a.jansen@roc.nl
20240628,Fenne van Metz,f.vanmetz@student.roc.nl,24,V,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.798,0.814,48,6.8,8.4,Peter Smit,p.smit@roc.nl
20240629,Jake Aarden,j.aarden@student.roc.nl,22,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.872,0.874,46,7.2,6.3,Jan de Vries,j.devries@roc.nl
20240630,Catharina Vergeer,c.vergeer@student.roc.nl,18,M,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.609,0.704,34,5.8,4.9,Jan de Vries,j.devries@roc.nl
20240631,Eline Koret-van Tuijl,e.koret-vantuijl@student.roc.nl,24,X,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.535,0.565,27,6.6,7.6,Jan de Vries,j.devries@roc.nl
20240632,Robin van Dongen,r.vandongen@student.roc.nl,16,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.976,0.734,36,6.9,9.6,Jan de Vries,j.devries@roc.nl
20240633,Nadia Wildschut,n.wildschut@student.roc.nl,21,V,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.192,0.41,27,5.8,3.7,Peter Smit,p.smit@roc.nl
20240634,Mehmet Levesque-Meyer,m.levesque-meyer@student.roc.nl,16,M,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.8,0.781,40,5.6,4.9,Jan de Vries,j.devries@roc.nl
20240635,Lara Dijkman-Tielemans,l.dijkman-tielemans@student.roc.nl,20,M,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.473,0.559,29,7.6,5.5,Mohammed Boukhari,m.boukhari@roc.nl
20240636,Tijmen van der Strigt,t.vanderstrigt@student.roc.nl,16,V,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.572,0.495,37,7.2,6.1,Anita Jansen,a.jansen@roc.nl
20240637,Boaz van Bovenen,b.vanbovenen@student.roc.nl,16,V,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.693,0.746,38,6.4,10.0,Anita Jansen,a.jansen@roc.nl
20240638,Jayson Lankle-de Haas,j.lankle-dehaas@student.roc.nl,17,V,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.658,0.626,32,6.5,3.8,Mohammed Boukhari,m.boukhari@roc.nl
20240639,Roos Verhoeven-Heere,r.verhoeven-heere@student.roc.nl,18,V,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.77,0.784,32,6.4,5.7,Anita Jansen,a.jansen@roc.nl
20240640,Mila Krabbe,m.krabbe@student.roc.nl,18,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.83,0.707,53,6.2,6.9,Fatima El Amrani,f.elamrani@roc.nl
20240641,Amy van Leuven,a.vanleuven@student.roc.nl,22,M,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.468,0.466,37,6.4,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240642,Aron Hazenveld-van Holland,a.hazenveld-vanholland@student.roc.nl,19,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.939,0.845,45,6.3,6.9,Peter Smit,p.smit@roc.nl
20240643,Niek van den Brink,n.vandenbrink@student.roc.nl,16,V,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.591,0.507,34,6.0,5.9,Anita Jansen,a.jansen@roc.nl
20240644,Megan van den Velden-van der Wal,m.vandenvelden-vanderwal@student.roc.nl,23,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.625,0.565,35,6.4,9.0,Mohammed Boukhari,m.boukhari@roc.nl
20240645,Mike van der Velde,m.vandervelde@student.roc.nl,16,V,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.622,0.628,34,6.0,7.8,Anita Jansen,a.jansen@roc.nl
20240646,Floortje van der Pouw,f.vanderpouw@student.roc.nl,25,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.768,0.621,42,7.2,5.8,Mohammed Boukhari,m.boukhari@roc.nl
20240647,Esmée van der Sloot,e.vandersloot@student.roc.nl,22,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.806,0.67,31,5.9,5.8,Anita Jansen,a.jansen@roc.nl
20240648,Sarah Koeman,s.koeman@student.roc.nl,18,M,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.762,0.596,38,7.1,6.2,Mohammed Boukhari,m.boukhari@roc.nl
20240649,Fenna van Luin-Schrant,f.vanluin-schrant@student.roc.nl,23,V,MBO niveau 3,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.903,0.863,47,6.0,5.4,Fatima El Amrani,f.elamrani@roc.nl
20240650,Luka van Arnsberg,l.vanarnsberg@student.roc.nl,16,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.862,0.633,32,4.4,3.8,Peter Smit,p.smit@roc.nl
20240651,Anouk Mosley-Perkins,a.mosley-perkins@student.roc.nl,19,V,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.902,0.745,49,6.7,6.9,Anita Jansen,a.jansen@roc.nl
20240652,Damian Slagmolen,d.slagmolen@student.roc.nl,18,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.627,0.456,26,5.7,3.9,Peter Smit,p.smit@roc.nl
20240653,Rosalie van Luyssel,r.vanluyssel@student.roc.nl,22,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.708,0.715,32,5.4,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240654,Mads Recers,m.recers@student.roc.nl,18,M,VMBO-K,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.872,0.834,36,6.3,3.1,Mohammed Boukhari,m.boukhari@roc.nl
20240655,Jurre Kamp-Meyer,j.kamp-meyer@student.roc.nl,18,M,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.755,0.69,44,5.8,3.7,Jan de Vries,j.devries@roc.nl
20240656,Seth de Man,s.deman@student.roc.nl,18,V,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.88,0.745,41,5.7,6.7,Anita Jansen,a.jansen@roc.nl
20240657,"Helena Werl-Arnsberg, van","h.werl-arnsberg,van@student.roc.nl",18,V,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.757,0.629,39,7.0,6.1,Jan de Vries,j.devries@roc.nl
20240658,Zoey van Luin,z.vanluin@student.roc.nl,21,M,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.779,0.761,37,8.8,6.5,Jan de Vries,j.devries@roc.nl
20240659,Jenna Evers,j.evers@student.roc.nl,18,M,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.504,0.436,30,6.2,5.3,Anita Jansen,a.jansen@roc.nl
20240660,Justin Lutterveld,j.lutterveld@student.roc.nl,22,M,MBO niveau 3,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.883,0.902,48,7.1,4.7,Anita Jansen,a.jansen@roc.nl
20240661,Kyara Suijker-Pieters,k.suijker-pieters@student.roc.nl,24,M,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.844,0.714,48,4.1,6.5,Jan de Vries,j.devries@roc.nl
20240662,Robin Puig,r.puig@student.roc.nl,24,M,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.658,0.679,43,7.5,4.8,Anita Jansen,a.jansen@roc.nl
20240663,Elisabeth van Beaumont,e.vanbeaumont@student.roc.nl,21,V,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.559,0.654,33,7.6,3.0,Peter Smit,p.smit@roc.nl
20240664,Riley Briere-Verbeek,r.briere-verbeek@student.roc.nl,25,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.857,0.625,35,6.7,7.1,Mohammed Boukhari,m.boukhari@roc.nl
20240665,Bastiaan Keltenie,b.keltenie@student.roc.nl,24,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.706,0.518,27,5.6,6.6,Fatima El Amrani,f.elamrani@roc.nl
20240666,Tygo van Venrooy,t.vanvenrooy@student.roc.nl,21,V,VMBO-T,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.77,0.75,40,4.6,8.2,Anita Jansen,a.jansen@roc.nl
20240667,Victoria Kortman,v.kortman@student.roc.nl,22,X,VMBO-K,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.897,0.914,53,6.6,4.7,Anita Jansen,a.jansen@roc.nl
20240668,Jill Bruijne van der Veen,j.bruijnevanderveen@student.roc.nl,23,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.712,0.59,35,8.1,5.0,Mohammed Boukhari,m.boukhari@roc.nl
20240669,Job Ehlert-Spaan,j.ehlert-spaan@student.roc.nl,24,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.978,0.787,46,9.0,7.0,Jan de Vries,j.devries@roc.nl
20240670,Sofie van der Veiver,s.vanderveiver@student.roc.nl,16,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.807,0.844,39,7.6,6.0,Peter Smit,p.smit@roc.nl
20240671,Floor Oude Heer,f.oudeheer@student.roc.nl,21,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.762,0.767,35,6.1,4.6,Anita Jansen,a.jansen@roc.nl
20240672,Giel Fechant,g.fechant@student.roc.nl,18,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.653,0.73,35,7.9,7.9,Peter Smit,p.smit@roc.nl
20240673,Mats de Graaf,m.degraaf@student.roc.nl,17,M,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.602,0.628,31,7.1,7.4,Peter Smit,p.smit@roc.nl
20240674,Tirza Groote-Vandenbergh,t.groote-vandenbergh@student.roc.nl,17,M,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.895,0.669,33,6.8,4.2,Fatima El Amrani,f.elamrani@roc.nl
20240675,Colin Brizee,c.brizee@student.roc.nl,19,V,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.785,0.624,26,6.5,4.5,Peter Smit,p.smit@roc.nl
20240676,Bilal Coreth von und zu Coredo und Starkenberg,b.corethvonundzucoredoundstarkenberg@student.roc.nl,22,V,MBO niveau 2,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.726,0.675,42,7.4,6.8,Mohammed Boukhari,m.boukhari@roc.nl
20240677,Hanna Bleijenberg,h.bleijenberg@student.roc.nl,24,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.937,0.793,35,7.9,2.8,Fatima El Amrani,f.elamrani@roc.nl
20240678,Lara van Opper-Lotharingen,l.vanopper-lotharingen@student.roc.nl,19,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.514,0.592,40,6.6,5.5,Mohammed Boukhari,m.boukhari@roc.nl
20240679,Jonas Spies,j.spies@student.roc.nl,18,M,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.677,0.526,26,5.5,4.7,Fatima El Amrani,f.elamrani@roc.nl
20240680,Guus van Maasgouw-van der Mast,g.vanmaasgouw-vandermast@student.roc.nl,20,V,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.862,0.842,43,3.8,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240681,Wesley Nek,w.nek@student.roc.nl,22,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.459,0.62,36,8.1,7.7,Jan de Vries,j.devries@roc.nl
20240682,Dylano de Bruin-Dennenberg,d.debruin-dennenberg@student.roc.nl,19,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.711,0.708,45,9.1,4.7,Jan de Vries,j.devries@roc.nl
20240683,Finn van Beek-Moensendijk,f.vanbeek-moensendijk@student.roc.nl,22,V,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.441,0.422,21,5.9,8.3,Jan de Vries,j.devries@roc.nl
20240684,Lukas van Nimwegen-Bouthoorn,l.vannimwegen-bouthoorn@student.roc.nl,19,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.308,0.324,28,5.7,5.8,Jan de Vries,j.devries@roc.nl
20240685,David Lage,d.lage@student.roc.nl,19,V,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.852,0.892,50,8.8,7.2,Jan de Vries,j.devries@roc.nl
20240686,Nathan Govarts,n.govarts@student.roc.nl,19,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.776,0.642,34,6.7,6.5,Peter Smit,p.smit@roc.nl
20240687,Ceylin Rijks-van den Berg,c.rijks-vandenberg@student.roc.nl,17,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.625,0.604,36,4.9,7.6,Peter Smit,p.smit@roc.nl
20240688,Sam Mulder-Lind,s.mulder-lind@student.roc.nl,16,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.537,0.648,37,3.5,6.0,Jan de Vries,j.devries@roc.nl
20240689,Livia Michiels,l.michiels@student.roc.nl,24,M,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.332,0.257,24,7.9,6.2,Fatima El Amrani,f.elamrani@roc.nl
20240690,Fabiënne Haring,f.haring@student.roc.nl,21,V,MBO niveau 3,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.863,0.84,49,8.8,4.2,Jan de Vries,j.devries@roc.nl
20240691,Milo Jacquot,m.jacquot@student.roc.nl,21,V,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.702,0.694,36,6.1,5.1,Fatima El Amrani,f.elamrani@roc.nl
20240692,Bas van Breugel-Walter,b.vanbreugel-walter@student.roc.nl,22,M,VMBO-T,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.839,0.759,37,9.0,7.5,Fatima El Amrani,f.elamrani@roc.nl
20240693,Floortje Prins,f.prins@student.roc.nl,18,V,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.504,0.538,31,6.6,4.7,Fatima El Amrani,f.elamrani@roc.nl
20240694,Wout van Poppel,w.vanpoppel@student.roc.nl,20,M,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.567,0.523,38,8.7,6.4,Peter Smit,p.smit@roc.nl
20240695,Kyan van der Veiver,k.vanderveiver@student.roc.nl,21,V,VMBO-B,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.95,0.694,40,6.2,5.8,Fatima El Amrani,f.elamrani@roc.nl
20240696,Dion van der Avoirt,d.vanderavoirt@student.roc.nl,16,V,HAVO,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.699,0.654,34,5.8,8.0,Peter Smit,p.smit@roc.nl
20240697,Rens van der Stael de Jonge-Lonen,r.vanderstaeldejonge-lonen@student.roc.nl,18,M,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.646,0.679,35,6.7,7.1,Jan de Vries,j.devries@roc.nl
20240698,Maya de Graaf,m.degraaf@student.roc.nl,19,M,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.895,0.74,38,7.0,5.0,Mohammed Boukhari,m.boukhari@roc.nl
20240699,Bas van Wijland-Frankhuizen,b.vanwijland-frankhuizen@student.roc.nl,17,M,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.566,0.551,31,8.6,4.3,Fatima El Amrani,f.elamrani@roc.nl
20240700,Elisa de Smit,e.desmit@student.roc.nl,21,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.841,0.82,40,8.0,5.6,Peter Smit,p.smit@roc.nl
20240701,Fatima Wolffel-Postma,f.wolffel-postma@student.roc.nl,20,V,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.545,0.643,35,5.0,6.6,Peter Smit,p.smit@roc.nl
20240702,Adam Ellis-Ligtvoet,a.ellis-ligtvoet@student.roc.nl,23,V,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.884,0.843,41,7.1,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240703,Chloé van Ommeren,c.vanommeren@student.roc.nl,21,V,VMBO-B,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.85,0.804,43,6.0,5.8,Peter Smit,p.smit@roc.nl
20240704,Elizabeth Recer,e.recer@student.roc.nl,18,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.92,0.839,56,6.4,4.9,Fatima El Amrani,f.elamrani@roc.nl
20240705,Nina Kortman-Rijcken,n.kortman-rijcken@student.roc.nl,25,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.89,0.856,48,4.9,5.2,Anita Jansen,a.jansen@roc.nl
20240706,Pleun van der Leek,p.vanderleek@student.roc.nl,19,V,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.935,0.818,47,6.2,3.3,Fatima El Amrani,f.elamrani@roc.nl
20240707,Valentijn Jdotte,v.jdotte@student.roc.nl,20,X,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.68,0.718,46,6.1,6.7,Fatima El Amrani,f.elamrani@roc.nl
20240708,Matthias van Haarlem-van der Wal,m.vanhaarlem-vanderwal@student.roc.nl,19,V,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.405,0.581,41,8.6,7.3,Jan de Vries,j.devries@roc.nl
20240709,Rens Poncelet-Schenkel,r.poncelet-schenkel@student.roc.nl,19,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.826,0.871,39,5.3,5.5,Anita Jansen,a.jansen@roc.nl
20240710,Tijs Houdijk,t.houdijk@student.roc.nl,19,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.649,0.468,26,5.2,7.5,Peter Smit,p.smit@roc.nl
20240711,Meike Keltenie,m.keltenie@student.roc.nl,18,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.926,0.936,58,7.0,7.4,Anita Jansen,a.jansen@roc.nl
20240712,Livia Aarden,l.aarden@student.roc.nl,20,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.536,0.427,28,5.5,6.1,Peter Smit,p.smit@roc.nl
20240713,Isabella de Plantard,i.deplantard@student.roc.nl,21,V,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.738,0.728,44,7.5,5.6,Anita Jansen,a.jansen@roc.nl
20240714,Ashley Otte,a.otte@student.roc.nl,18,V,VMBO-B,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.779,0.813,39,5.1,7.8,Anita Jansen,a.jansen@roc.nl
20240715,Aimée Huijzing,a.huijzing@student.roc.nl,18,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.784,0.816,40,7.9,5.7,Jan de Vries,j.devries@roc.nl
20240716,Jenna van der Stael,j.vanderstael@student.roc.nl,18,M,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.814,0.703,40,6.3,6.9,Peter Smit,p.smit@roc.nl
20240717,Daphne Merkx,d.merkx@student.roc.nl,16,V,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.645,0.749,42,8.6,7.1,Mohammed Boukhari,m.boukhari@roc.nl
20240718,Lizzy van der Pol-van Ommeren,l.vanderpol-vanommeren@student.roc.nl,16,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.735,0.638,36,8.1,7.0,Fatima El Amrani,f.elamrani@roc.nl
20240719,Vera Adriaensdr-van Laar,v.adriaensdr-vanlaar@student.roc.nl,22,V,MBO niveau 2,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.847,0.894,58,5.7,5.2,Anita Jansen,a.jansen@roc.nl
20240720,Jet Cammel,j.cammel@student.roc.nl,19,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.919,0.925,51,5.4,4.6,Jan de Vries,j.devries@roc.nl
20240721,Aimée Zuidweg,a.zuidweg@student.roc.nl,17,X,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.63,0.662,42,5.3,6.8,Peter Smit,p.smit@roc.nl
20240722,Maurits van Riet,m.vanriet@student.roc.nl,16,M,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.703,0.652,37,6.5,8.5,Fatima El Amrani,f.elamrani@roc.nl
20240723,Isabella Vos-Schipper,i.vos-schipper@student.roc.nl,21,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.508,0.528,29,6.8,6.1,Anita Jansen,a.jansen@roc.nl
20240724,Bryan Aalts,b.aalts@student.roc.nl,21,V,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.615,0.615,33,6.7,6.8,Jan de Vries,j.devries@roc.nl
20240725,Dirk Jaceps,d.jaceps@student.roc.nl,21,V,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.858,0.785,46,7.1,7.1,Anita Jansen,a.jansen@roc.nl
20240726,Yassin Zaal,y.zaal@student.roc.nl,22,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.807,0.821,41,8.2,7.5,Fatima El Amrani,f.elamrani@roc.nl
20240727,Fatima van der Plas,f.vanderplas@student.roc.nl,18,V,MBO niveau 3,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.632,0.53,32,7.2,5.6,Mohammed Boukhari,m.boukhari@roc.nl
20240728,Evy Robbrechts Bruijne,e.robbrechtsbruijne@student.roc.nl,17,M,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.784,0.525,36,7.2,5.0,Mohammed Boukhari,m.boukhari@roc.nl
20240729,Jayden Hoogers,j.hoogers@student.roc.nl,16,V,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.734,0.782,37,7.4,7.2,Anita Jansen,a.jansen@roc.nl
20240730,Elise Rek,e.rek@student.roc.nl,25,V,MBO niveau 2,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.702,0.709,39,5.1,8.0,Jan de Vries,j.devries@roc.nl
20240731,Jayda van Riet,j.vanriet@student.roc.nl,19,V,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.574,0.573,24,7.4,6.4,Fatima El Amrani,f.elamrani@roc.nl
20240732,Aylin van Voorhout,a.vanvoorhout@student.roc.nl,17,V,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.915,0.771,39,5.8,6.7,Anita Jansen,a.jansen@roc.nl
